esrs,dr,paragraph,name,datatype,appendix,voluntary
E2, E2-5 ,34,Amount of substances of concern that leave facilities as products by main hazard classes of substances of concern,Table/mass,,
E2, E2-5 ,34,Amount of substances of concern that leave facilities as part of products by main hazard classes of substances of concern,Table/mass,,
E2, E2-5 ,35,Amount of substances of concern that leave facilities as services,Table/mass,,
E2, E2-5 ,35,Total amount of substances of very high concern that are generated or used during production or that are procured by main hazard classes of substances of concern,Table/mass,,
E2, E2-5 ,35,"Total amount of substances of very high concern that leave facilities as emissions, as products, or as part of products or services by main hazard classes of substances of concern",Table/mass,,
E2, E2-5 ,35,Amount of substances of very high concern that leave facilities as emissions by main hazard classes of substances of concern,Table/mass,,
E2, E2-5 ,35,Amount of substances of very high concern that leave facilities as products by main hazard classes of substances of concern,Table/mass,,
E2, E2-5 ,35,Amount of substances of very high concern that leave facilities as part of products by main hazard classes of substances of concern,Table/mass,,
E2, E2-5 ,35,Amount of substances of very high concern that leave facilities as services by main hazard classes of substances of concern,Table/mass,,
E2, E2-6 ,39 a,Disclosure of quantitative information about anticipated financial effects of material risks and opportunities arising from pollution-related impacts ,narrative,,
E2, E2-6 ,40 a,Percentage of net revenue made with products and services that are or that contain substances of concern,percent,,
E2, E2-6 ,40 a,Percentage of net revenue made with products and services that are or that contain substances of very high concern,percent,,
E2, E2-6 ,40 b,Operating expenditures (OpEx) in conjunction with major incidents and deposits (pollution),monetary,,
E2, E2-6 ,40 b,Capital expenditures (CapEx) in conjunction with major incidents and deposits (pollution),monetary,,
E2, E2-6 ,40 c,Provisions for environmental protection and remediation costs (pollution),monetary,,
E2, E2-6 ,39 a,Disclosure of qualitative information about anticipated financial effects of material risks and opportunities arising from pollution-related impacts ,narrative,,
E2, E2-6 ,39 b,"Description of effects considered, related impacts and time horizons in which they are likely to materialise (pollution) ",narrative,,
E2, E2-6 ,39 c,"Disclosure of critical assumptions used to quantify anticipated financial effects, sources and level of uncertainty of assumptions (pollution) ",narrative,,
E2, E2-6 ,41,"Description of material incidents and deposits whereby pollution had negative impacts on environment and (or) is expected to have negative effects on financial cash flows, financial position and financial performance ",narrative,,
E2, E2-6 ,AR 33,"Disclosure of assessment of related products and services at risk and explanation how time horizon is defined, financial amounts are estimated, and which critical assumptions are made (pollution) ",narrative,,
E2, E2.IRO-1 ,11 a,"Information about methodologies, assumptions and tools used to screen site locations and business activities in order to identify actual and potential pollution-related impacts, risks and opportunities in own operations and upstream and downstream value chain ",narrative,,
E2, E2.IRO-1 ,11 b,Disclosure of whether and how consultations have been conducted (pollution) ,narrative,,
E2, E2.IRO-1 ,11c,Disclosure of results of materiality assessment (pollution) ,narrative,,
E3,E3-1,11,"Policies to manage its material impacts, risks and opportunities related to water and marine resources [see ESRS 2 MDR-P]",MDR-P,SFDR,
E3,E3-1,12a,Disclosure of whether and how policy adresses water management ,narrative,,
E3,E3-1,12a i,Disclosure of whether and how policy adresses the use and sourcing of water and marine resources in own operations ,narrative,,
E3,E3-1,12a ii,Disclosure of whether and  how policy adresses water treatment,narrative,,
E3,E3-1,12a iii,Disclosure of whether and how policy adresses prevention and abatment of water pollution,narrative,,
E3,E3-1,12 b,Disclosure of whether and how policy adresses product and service design in view of addressing water-related issues and preservation of marine resources ,narrative,,
E3,E3-1,12 c,Disclosure of whether and how policy adresses commitment to reduce material water consumption in areas at water risk ,narrative,,
E3,E3-1,13,Disclosure of reasons for not having adopted policies in areas of high-water stress ,narrative,SFDR,
E3,E3-1,13,Disclosure of timeframe in which policies in areas of high-water stress will be adopted ,narrative,SFDR,V
E3,E3-1,14,Policies or practices related to sustainable oceans and seas have been adopted,semi-narrative,SFDR,
E3,E3-1,AR 18a,"The policly contributes to good ecological and chemical quality of surface water bodies and good chemical quality and quantity of groundwater bodies, in order to protect human health, water supply, natural ecosystems and biodiversity, the good environmental status of marine waters and the protection of the resource base upon which marine related activities depend;",semi-narrative,,v
E3,E3-1,AR 18b,The policy minimise material impacts and risks and implement mitigation measures that aim to maintain the value and functionality of priority services and to increase resource efficiency on own operations,semi-narrative,,v
E3,E3-1,AR 18c,The policy avoid impacts on affected communities.,semi-narrative,,v
E3,E3-2,17,Actions and resources in relation to water and marine resources [see ESRS 2 MDR-A],MDR-A,,
E3,E3-2,18,Layer in mitigation hierarchy to which action and resources can be allocated to (water and marine resources),semi-narrative,,V
E3,E3-2,AR20,Information about specific collective action for water and marine resources ,narrative,,V
E3,E3-2,19,Disclosure of actions and resources  in relation to areas at water risk ,narrative,,
E3,E3-3,22,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,,
E3,E3-3,23 a,"Disclosure of whether and  how target relates to management of material impacts, risks and opportunities related to areas at water risk ",narrative,,
E3,E3-3,23 b,"Disclosure of whether and  how target relates to responsible management of marine resources impacts, risks and opportunities ",narrative,,
E3,E3-3,23 c,Disclosure of whether and how target relates to reduction of water consumption ,narrative,,
E3,E3-3,24,(Local) ecological threshold and entity-specific allocation were taken into consideration when setting water and marine resources target,semi-narrative,,V
E3,E3-3,24 a,Disclosure of ecological threshold identified and methodology used to identify ecological threshold (water and marine resources) ,narrative,,V
E3,E3-3,24 b,Disclosure of how ecological entity-specific threshold was determined (water and marine resources) ,narrative,,V
E3,E3-3,24 c,Disclosure of how responsibility for respecting identified ecological threshold is allocated (water and marine resources) ,narrative,,V
E3,E3-3,25,Adopted and presented water and marine resources-related target is mandatory (based on legislation),semi-narrative,,
E3,E3-3,AR 23 a,Target relates to reduction of water withdrawals,semi-narrative,,V
E3,E3-3,AR 23 b,Target relates to reduction of water discharges,semi-narrative,,V
E3,E3-4,28 a,Total water consumption,Volume,,
E3,E3-4,28 b,"Total water consumption in areas at water risk, including areas of high-water stress",Volume,,
E3,E3-4,28 c,Total water recycled and reused,Volume,SFDR,
E3,E3-4,28 d,Total water stored,Volume,,
E3,E3-4,28 d,Changes in water storage,Volume,,
E3,E3-4,28 e,Disclosure of contextual information regarding warter consumption,narrative,,
E3,E3-4,29,Water intensity ratio,Percent,SFDR,
E3,E3-4,AR30,Water consumption - sectors/SEGMENTS [table],Table/Volume,,V
E3,E3-4,AR 31,Additional water intensity ratio,Percent,,V
E3,E3-4,AR 32,Total water withdrawals,Volume,,V
E3,E3-4,AR 32,Total water discharges,Volume,,V
E3,E3-5,33 a,Disclosure of quantitative information about potential financial effects of material risks and opportunities arising from water and marine resources-related impacts ,Monetary,,
E3,E3-5,33 a,Disclosure of qualitative information of potential financial effects of material risks and opportunities arising from water and marine resources-related impacts ,narrative,,
E3,E3-5,33 b,Description of effects considered and related impacts (water and marine resources) ,narrative,,
E3,E3-5,33 c,Disclosure of critical assumptions used in estimates of financial effects of material risks and opportunities arising from water and marine resources-related impacts ,narrative,,
E3,E3-5,AR 33,Description of related products and services at risk (water and marine resources) ,narrative,,
E3,E3-5,AR 33,"Explanation of how time horizons are defined, financial amounts are estimated and critical assumptions made (water and marine resources) ",narrative,,
E3,E3.IRO-1,8 a),"Disclosure of whether and how assets and activities have been screened in order to identify actual and potential water and marine resources-related impacts, risks and opportunities in own operations and upstream and downstream value chain and methodologies, assumptions and tools used in screening [text block]",narrative,,
E3,E3.IRO-1,8 b,Disclosure of how consultations have been conducted (water and marine resources) [text block],narrative,,
E3,E3.IRO-1,AR 1 ,Disclosure of results of materiality assessment (water and marine resources) [text block],narrative,,
E4,E4-1,13 a,"Disclosure of resilience of current business model(s) and strategy to biodiversity and ecosystems-related physical, transition and systemic risks and opportunities ",narrative,,
E4,E4-1,13 b,Disclosure of scope of resilience analysis along own operations and related upstream and downstream value chain ,narrative,,
E4,E4-1,13 c,Disclosure of key assumptions made (biodiversity and ecosystems) ,narrative,,
E4,E4-1,13 d,Disclosure of time horizons used for analysis (biodiversity and ecosystems) ,narrative,,
E4,E4-1,13 e,Disclosure of results of resilience analysis (biodiversity and ecosystems) ,narrative,,
E4,E4-1,13 f,Disclosure of involvement of stakeholders (biodiversity and ecosystems) ,narrative,,
E4,E4-1,AR 1 a,"Explanation of how strategy and business model will be adjusted to improve and, ultimately, achieve alignment with relevant local, national and global public policy goals",narrative,,V
E4,E4-1,AR 1 b,Include information about  its own operations and  explain how it is responding to material impacts in its related value chain,narrative,�,V
E4,E4-1,AR 1 c,Explanation of how b strategy interacts with  transition plan ,narrative,,V
E4,E4-1,AR 1 d,Disclosure of contribution to impact drivers and possible mitigation actions following mitigation hierarchy and main path-dependencies and locked-in assets and resources that are associated with biodiversity and ecosystems change ,narrative,,V
E4,E4-1,AR 1 e,Explanation and quantification of investments and funding supporting the implementation of its transition plan,narrative,,V
E4,E4-1,AR 1  f,"Disclosure of objectives or plans for aligning economic activities (revenues, CapEx)",narrative,,V
E4,E4-1,AR 1 g,Biodiversity offsets are part of transition plan,narrative,,V
E4,E4-1,AR 1  h,Information about how process of implementing and updating transition plan is managed ,narrative,,V
E4,E4-1,AR 1  i,"Administrative, management and supervisory bodies have approved transition plan",narrative,,V
E4,E4-1,AR 1  j,Indication of metrics and related tools used to measure progress that are integrated in measurement approach (biodiversity and ecosystems) ,narrative,,V
E4,E4-1,AR 1  k,Indication of current challenges and limitations to draft plan in relation to areas of significant impact and actions company is taking to address them (biodiversity and ecosystems) ,narrative,,V
E4,E4-2,22,"Policies to manage material impacts, risks, dependencies and opportunities related to biodiversity and ecosystems [see ESRS 2 - MDR-P]",MDR-P,,
E4,E4-2,23 a,Disclosure on whether and how biodiversity and ecosystems-related policies relate to matters reported in E4 AR4,narrative,,
E4,E4-2,23 b,Explanation of whether and  how biodiversity and ecosystems-related policy relates to material biodiversity and ecosystems-related impacts ,narrative,,
E4,E4-2,23 c,Explanation of whether and  how biodiversity and ecosystems-related policy relates to material dependencies and material physical and transition risks and opportunities ,narrative,,
E4,E4-2,23 d,"Explanation of whether and how biodiversity and ecosystems-related policy supports traceability of products, components and raw materials with significant actual or potential impacts on biodiversity and ecosystems along value chain ",narrative,,
E4,E4-2,23 e,"Explanation of whether and how biodiversity and ecosystems-related policy addresses production, sourcing or consumption from ecosystems that are managed to maintain or enhance conditions for biodiversity ",narrative,,
E4,E4-2,23 f,Explanation of whether and how biodiversity and ecosystems-related policy addresses social consequences of biodiversity and ecosystems-related impacts ,narrative,,
E4,E4-2,AR 12,"Disclosure of how policy refers to production, sourcing or consumption of raw materials ",narrative,,V
E4,E4-2,AR 12 a,Disclosure of how policy refers to policies limiting procurement from suppliers that cannot demonstrate that they are not contributing to significant conversion of protected areas or key biodiversity areas ,narrative,,V
E4,E4-2,AR 12 b,Disclosure of how policy refers to recognised standards or third-party certifications overseen by regulators ,narrative,,V
E4,E4-2,AR 12 c,"Disclosure of how policy addresses raw materials originating from ecosystems that have been managed to maintain or enhance conditions for biodiversity, as demonstrated by regular monitoring and reporting of biodiversity status and gains or losses",narrative,,V
E4,E4-2,AR 16,"Disclosure of how the policy enables to a), b), c) and d)",narrative,,V
E4,E4-2,AR 17 a,Third-party standard of conduct used in policy is objective and achievable based on scientific approach to identifying issues and realistic in assessing how these issues can be addressed under variety of practical circumstances,semi-narrative,,V
E4,E4-2,AR 17 b,Third-party standard of conduct used in policy is developed or maintained through process of ongoing consultation with relevant stakeholders with balanced input from all relevant stakeholder groups with no group holding undue authority or veto power over content,semi-narrative,,V
E4,E4-2,AR 17 c,Third-party standard of conduct used in policy encourages step-wise approach and continuous improvement in standard and its application of better management practices and requires establishment of meaningful targets and specific milestones to indicate progress against principles and criteria over time,semi-narrative,,V
E4,E4-2,AR 17 d,"Third-party standard of conduct used in policy is verifiable through independent certifying or verifying bodies, which have defined and rigorous assessment procedures that avoid conflicts of interest and are compliant with ISO guidance on accreditation and verification procedures or Article 5(2) of Regulation (EC) No 765/2008",semi-narrative,,V
E4,E4-2,AR 17 e,Third-party standard of conduct used in policy conforms to ISEAL Code of Good Practice,semi-narrative,,V
E4,E4-2,24 a,"Biodiversity and ecosystem protection policy covering operational sites owned, leased, managed in or near protected area or biodiversity-sensitive area outside protected areas has been adopted",semi-narrative,,
E4,E4-2,24 b,Sustainable land or agriculture practices or policies have been adopted,semi-narrative,SFDR,
E4,E4-2,24 c ,Sustainable oceans or seas practices or policies have been adopted,semi-narrative,SFDR,
E4,E4-2,24 d,Policies to address deforestation have been adopted,semi-narrative,SFDR,
E4,E4-3,27,Actions and resources in relation to biodiversity and ecosystems [see ESRS 2 - MDR-A],MDR-A,,
E4,E4-3,28 a,Disclosure on how the mitigation hierarchy has been applied with regard to biodiversity and ecosystem actions,narrative,,V
E4,E4-3,28 b,Biodiversity offsets were used in action plan,semi-narrative,,
E4,E4-3,28 b (i),Disclosure of aim of biodiversity offset and key performance indicators used ,narrative,,
E4,E4-3,28 b (ii),Financing effects (direct and indirect costs) of biodiversity offsets,Monetary,,
E4,E4-3,28 b (iii),Description of biodiversity offsets ,narrative,,
E4,E4-3,28 c,Description of whether and how local and indigenous knowledge and nature-based solutions have been incorporated into biodiversity and ecosystems-related action ,narrative,,
E4,E4-3,AR 20 a,"Disclosure of key stakeholders involved and how they are involved, key stakeholders negatively or positively impacted by action and how they are impacted ",narrative,,V
E4,E4-3,AR 20 b,Explanation of need for appropriate consultations and need to respect decisions of affected communities ,narrative,,V
E4,E4-3,AR 20 c,Description of whether key action may induce significant negative sustainability impacts (biodiversity and ecosystems) ,narrative,,V
E4,E4-3,AR 20 d,Explanation of whether the key action is intended to be a one-time initiative or systematic practice,narrative,,V
E4,E4-3,AR 20 e,Key action plan is carried out only by undertaking (individual action) using its resources (biodiversity and ecosystems),semi-narrative,,V
E4,E4-3,AR 20 e,"Key action plan is part of wider action plan (collective action), of which undertaking is member (biodiversity and ecosystems)",semi-narrative,,V
E4,E4-3,AR 20 f,"Additional information about project, its sponsors and other participants (biodiversity and ecosystems) ",narrative,,V
E4,E4-4,29,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,,
E4,E4-4,32 a,Ecological threshold and allocation of impacts to undertaking were applied when setting target (biodiversity and ecosystems),semi-narrative,,
E4,E4-4,32 a i),Disclosure of ecological threshold identified and methodology used to identify threshold (biodiversity and ecosystems) ,narrative,,
E4,E4-4,32 a ii),Disclosure of how entity-specific threshold was determined (biodiversity and ecosystems) ,narrative,,
E4,E4-4,32 a iii),Disclosure of how responsibility for respecting identified ecological threshold is allocated (biodiversity and ecosystems) ,narrative,,
E4,E4-4,32 b,Target is informed by relevant aspect of EU Biodiversity Strategy for 2030,semi-narrative,,
E4,E4-4,32 c,"Disclosure of how the targets relate to the biodiversity and ecosystem impacts, dependencies, risks and opportunities identified in relation to own operations and upstream and downstream value chain",narrative,,
E4,E4-4,32 d,Disclosure of the geographical scope of the targets,narrative,,
E4,E4-4,32 e,Biodiversity offsets were used in setting target,semi-narrative,,
E4,E4-4,32 f,Layer in mitigation hierarchy to which target can be allocated (biodiversity and ecosystems),semi-narrative,,
E4,E4-4,AR 22,The target addresses shortcomings related to the Substantial Contribution criteria ,semi-narrative,,
E4,E4-5,35,"Number of sites owned, leased or managed in or near protected areas or key biodiversity areas that undertaking is negatively affecting",Integer,,
E4,E4-5,35,"Area of sites owned, leased or managed in or near protected areas or key biodiversity areas that undertaking is negatively affecting",Area,,
E4,E4-5,36,Disclosure of land-use based on Life Cycle Assessment ,narrative,,V
E4,E4-5,38,"Disclosure of metrics considered relevant (land-use change, freshwater-use change and (or) sea-use change) ",narrative,,
E4,E4-5,38 a,Disclosure of conversion over time of land cover ,narrative,,V
E4,E4-5,38 b,Disclosure of changes over time in management of ecosystem ,narrative,,V
E4,E4-5,38 c,Disclosure of changes in spatial configuration of landscape ,narrative,,V
E4,E4-5,38 d,Disclosure of changes in ecosystem structural connectivity ,narrative,,V
E4,E4-5,38 e,Disclosure of functional connectivity ,narrative,,V
E4,E4-5,AR 34 a,Total use of land area,Area,,V
E4,E4-5,AR 34 b,Total sealed area,Area,,V
E4,E4-5,AR 34 c,Nature-oriented area on site,Area,,V
E4,E4-5,AR 34 d,Nature-oriented area off site,Area,,V
E4,E4-5,39,Disclosure of how pathways of introduction and spread of invasive alien species and risks posed by invasive alien species are managed ,narrative,,V
E4,E4-5,AR 32,Number of invasive alien species,Integer,,V
E4,E4-5,AR 32,Area covered by invasive alien species,Area,,V
E4,E4-5,40,Disclosure of metrics considered relevant (state of species) ,narrative,,V
E4,E4-5,40 a,Disclosure of paragraph in another environment-related standard in which metric is referred to ,narrative,,V
E4,E4-5,40 b,"Disclosure of population size, range within specific ecosystems and extinction risk ",narrative,,V
E4,E4-5,40 c,Disclosure of changes in number of individuals of species within specific area ,narrative,,V
E4,E4-5,40 d,Information about species at global extinction risk ,narrative,,V
E4,E4-5,40 d (i),Disclosure of threat status of species and how activities or pressures may affect threat status ,narrative,,V
E4,E4-5,40 d (ii) ,Disclosure of change in relevant habitat for threatened species as proxy for impact on local population’s extinction risk ,narrative,,V
E4,E4-5,41 a ,Disclosure of ecosystem area coverage ,narrative,,V
E4,E4-5,41 b (i),Disclosure of quality of ecosystems relative to pre-determined reference state ,narrative,,V
E4,E4-5,41 b (ii),Disclosure of multiple species within ecosystem ,narrative,,V
E4,E4-5,41 b (iii) ,Disclosure of structural components of ecosystem condition ,narrative,,V
E4,E4-6,45 a,Disclosure of quantitative information about potential financial effects of material risks and opportunities arising from biodiversity- and ecosystem-related impacts and dependencies ,narrative,,
E4,E4-6,45 a,Disclosure of qualitative information about potential financial effects of material risks and opportunities arising from biodiversity- and ecosystem-related impacts and dependencies ,narrative,,
E4,E4-6,45 b,"Description of effects considered, related impacts and dependencies (biodiversity and ecosystems) ",narrative,,
E4,E4-6,45 c,Disclosure of critical assumptions used in estimates of financial effects of material risks and opportunities arising from biodiversity- and ecosystem-related impacts and dependencies ,narrative,,
E4,E4-6,AR 39,Description of related products and services at risk (biodiversity and ecosystems) ,narrative,,
E4,E4-6,AR 39,"Explanation of how time horizons are defined, financial amounts are estimated and critical assumptions made (biodiversity and ecosystems) ",narrative,,
E4,E4.SBM-3,16 a,List of material sites in own operation,narrative,,
E4,E4.SBM-3,16 a i),Activities related to sites located in or near biodiversity-sensitive areas negatively affect these areas where conclusions or necessary mitigation measures have not been implemented or are ongoing,narrative,SFDR,
E4,E4.SBM-3,16 a ii),breakdown of material sites located in or near biodiversity-sensitive area ,narrative,,
E4.,E4.SBM-3,16 a iii),Disclosure of biodiversity-sensitive areas impacted ,narrative,,
E4,E4.SBM-3,16 b,"Material negative impacts with regards to land degradation, desertification or soil sealing have been identified",semi-narrative,SFDR,
E4,E4.SBM-3,16 c,Own operations affect threatened species,semi-narrative,SFDR,
E4,E4.IRO-1, 17 a,Disclosure of whether and how actual and potential impacts on biodiversity and ecosystems at own site locations and in value chain have been identified and assessed ,narrative,,
E4,E4.IRO-1, 17 b,Disclosure of whether and how dependencies on biodiversity and ecosystems and their services have been identified and assessed at own site locations and in value chain ,narrative,,
E4,E4.IRO-1, 17 c,Disclosure of whether and how transition and physical risks and opportunities related to biodiversity and ecosystems have been identified and assessed ,narrative,,
E4,E4.IRO-1, 17 d,Disclosure of whether and how systemic risks to own business model have been considered ,narrative,,
E4,E4.IRO-1, 17 d,Disclosure of whether and how systemic risks to society have been considered in assessment of biodiversity and ecosystems-related risks ,narrative,,
E4,E4.IRO-1, 17 e,Disclosure of whether and how consultations with affected communities on sustainability assessments of shared biological resources and ecosystems have been conducted ,narrative,,
E4,E4.IRO-1, 17 e (i),"Disclosure of whether and how specific sites, raw materials production or sourcing with negative or potential negative impacts on affected communities ",narrative,,
E4,E4.IRO-1, 17 e (ii),Disclosure of whether and how communities were involved in materiality assessment ,narrative,,
E4,E4.IRO-1, 17 e (iii),Disclosure of whether and how negative impacts on priority ecosystem services of relevance to affected communities may be avoided ,narrative,,
E4,E4.IRO-1, 17 e (iii),Disclosure of plans to minimise unavoidable negative impacts and implement mitigation measures that aim to maintain value and functionality of priority services ,narrative,,V
E4,E4.IRO-1,18,"Business model(s) has been verified using range of biodiversity and ecosystems scenarios, or other scenarios with modelling of biodiversity and ecosystems related consequences, with different possible pathways",narrative,,V
E4,E4.IRO-1, 18 a,Disclosure of why considered scenarios were taken into consideration ,narrative,,V
E4,E4.IRO-1, 18 b,Disclosure of how considered scenarios are updated according to evolving conditions and emerging trends ,narrative,,V
E4,E4.IRO-1, 18 c,Scenarios are informed by expectations in authoritative intergovernmental instruments and by scientific consensus,semi-narrative,,V
E4,E4.IRO-1, 19a,Undertaking has sites located in or near biodiversity-sensitive areas,semi-narrative,,
E4,E4.IRO-1, 19a,Activities related to sites located in or near biodiversity-sensitive areas negatively affect these areas by leading to deterioration of natural habitats and habitats of species and to disturbance of species for which protected area has been designated,semi-narrative,,
E4,E4.IRO-1, 19b,It has been concluded that it is necessary to implement biodiversity mitigation measures,semi-narrative,,
E5,E5-1,14,"Policies to manage its material impacts, risks and opportunities related to resource use and circular economy [see ESRS 2 MDR-P]",MDR-P,,
E5,E5-1,15a,"Disclosure of whether and how policy addresses transitioning away from extraction of virgin resources, including relative increases in use of secondary (recycled) resources",narrative,,
E5,E5-1,15b,Disclosure of whether and how policy addresses sustainable sourcing and use of renewable resources,narrative,,
E5,E5-1,AR 9 a,"Description of whether and how policy addresses waste hierarchy (prevention, preparing for re-use, recycling, other recovery, disposal) ",narrative,,V
E5,E5-1,AR 9 b,Description of  whether and how policy addresses prioritisation of strategies to avoid or minimise waste over waste treatment strategies ,narrative,,V
E5,E5-2,19,Actions and resources in relation to resource use and circular economy [see ESRS 2 MDR-A],MDR-A,,
E5,E5-2,20 a,Description of higher levels of resource efficiency in use of technical and biological materials and water,narrative,,V
E5,E5-2,20b,Description of higher rates of use of secondary raw materials,narrative,,V
E5,E5-2,20c,Description of application of circular design,narrative,,V
E5,E5-2,20d,Description of application of circular business practices,narrative,,V
E5,E5-2,20e,Description of actions taken to prevent waste generation,narrative,,V
E5,E5-2,20f,Description of Optimistation of waste management in,narrative,,V
E5,E5-2,AR 11,Information about collective action on development of collaborations or initiatives increasing circularity of products and materials ,narrative,,V
E5,E5-2,AR 12 a,Description of contribution to circular economy ,narrative,,V
E5,E5-2,AR 12 b,Description of other stakeholders involved in collective action (resource use and circular economy) ,narrative,,V
E5,E5-2,AR 12 c,Description of organisation of project (resource use and circular economy) ,narrative,,V
E5,E5-3,23,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,,
E5,E5-3,24,Disclosure of how target relates to resources (resource use and circular economy) ,narrative,,
E5,E5-3,24 a,Disclosure of how target relates to increase of circular design ,narrative,,
E5,E5-3,24 b,Disclosure of how target relates to increase of circular material use rate ,narrative,,
E5,E5-3,24 c,Disclosure of how target relates to minimisation of primary raw material ,narrative,,
E5,E5-3,24 d,Disclosure of how target relates to reversal of depletion of stock of renewable resources ,narrative,,
E5,E5-3,24 e,Target relates to waste management,semi-narrative,,
E5,E5-3,24 e,Disclosure of how target relates to waste management ,narrative,,
E5,E5-3,24 f,Disclosure of how target relates to other matters related to resource use or circular economy,narrative,,
E5,E5-3,25,Layer in waste hierarchy to which target relates,semi-narrative,,
E5,E5-3,26 a,Disclosure of ecological threshold identified and methodology used to identify ecological threshold (resource use and circular economy) ,narrative,,V
E5,E5-3,26 b,Disclosure of how ecological entity-specific threshold was determined (resource use and circular economy) ,narrative,,V
E5,E5-3,26 c,Disclosure of how responsibility for respecting identified ecological threshold is allocated (resource use and circular economy) ,narrative,,V
E5,E5-3,27,The targets being  set and presented are mandatory (required by legislation),semi-narrative,,
E5,E5-4,30,Disclosure of information on material resource inflows ,narrative,,
E5,E5-4,31a,Overall total weight of products and technical and biological materials used during the reporting period,Mass,,
E5,E5-4,31b,Percentage of biological materials (and biofuels used for non-energy purposes),Percent,,
E5,E5-4,31c,"The absolute weight of secondary reused or recycled components, secondary intermediary products and secondary materials used to manufacture the undertaking�s products and services (including packaging)",Mass,,
E5,E5-4,31c,"Percentage of secondary reused or recycled components, secondary intermediary products and secondary materials",Percent,,
E5,E5-4,32,Description of methodologies used to calculate data and key assumptions used,narrative,,
E5,E5-4,AR 22,Description of materials that are sourced from by-products or waste stream ,narrative,,
E5,E5-4,AR 25,Description of how double counting was avoided and of choices made ,narrative,,
E5,E5-5,35,Description of the key products and materials that come out of the undertaking�s production process,narrative,,
E5,E5-5,36a,"Disclosure of the expected durability of the products placed on the market, in relation to the industry average for each product group",Table/Percent,,
E5,E5-5,36b,Disclosure of the reparability of products,narrative,,
E5,E5-5,36c,The rates of recyclable content in products,Percent,,
E5,E5-5,36c,The rates of recyclable content in products packaging,Percent,,
E5,E5-5,40,Description of methodologies used to calculate data (resource outflows) ,narrative,,
E5,E5-5,37 a,Total Waste generated,Mass,,
E5,E5-5,37 b,Hazardous waste diverted from disposal,Mass,,
E5,E5-5,37b(i),Hazardous waste diverted from disposal due to preparation for reuse,Mass,,
E5,E5-5,37b(ii),Hazardous waste diverted from disposal due to recycling,Mass,,
E5,E5-5,37b(ii),Hazardous waste diverted from disposal due to other recovery operations,Mass,,
E5,E5-5,37b,Non-hazardous waste diverted from disposal,Mass,,
E5,E5-5,37b(i),Non-hazardous waste diverted from disposal due to preparation for reuse,Mass,,
E5,E5-5,37b(ii),Non-hazardous waste diverted from disposal due to recycling,Mass,,
E5,E5-5,37b(ii),Non-hazardous waste diverted from disposal due to other recovery operations,Mass,,
E5,E5-5,37 c,Hazardous waste directed to disposal,Mass,,
E5,E5-5,37 c(i),Hazardous waste directed to disposal by incineration,Mass,,
E5,E5-5,37 c(ii),Hazardous waste directed to disposal by landfilling,Mass,,
E5,E5-5,37 c(ii),Hazardous waste directed to disposal by other disposal operations,Mass,,
E5,E5-5,37 c,Non-hazardous waste directed to disposal,Mass,,
E5,E5-5,37 c(i),Non-hazardous waste directed to disposal by incineration,Mass,,
E5,E5-5,37 c(ii),Non-hazardous waste directed to disposal by landfilling,Mass,,
E5,E5-5,37 c(ii),Non-hazardous waste directed to disposal by other disposal operations,Mass,,
E5,E5-5,37 d,Non-recycled waste,Mass,SFDR,
E5,E5-5,37 d,Percentage of non-recycled waste,Percent,SFDR,
E5,E5-5,38,Disclosure of composition of waste ,narrative,,
E5,E5-5,38 a,Disclosure of waste streams relevant to undertaking's sector or activities ,narrative,,
E5,E5-5,38 b,Disclosure of materials that are present in waste ,narrative,,
E5,E5-5,39,Total amount of hazardous waste,Mass,SFDR,
E5,E5-5,39,Total amount of radioactive waste,Mass,SFDR,
E5,E5-5,40,Description of methodologies used to calculate data (waste generated) ,narrative,,
E5,E5-5,AR 28,Disclosure of its engagement in product end-of-life waste management,narrative,,V
E5,E5-6,43 a,Disclosure of quantitative information about potential financial effects of material risks and opportunities arising from resource use and circular economy-related impacts ,narrative,,
E5,E5-6,43 a,Disclosure of qualitative information of potential financial effects of material risks and opportunities arising from resource use and circular economy-related impacts ,narrative,,
E5,E5-6,43 b,Description of effects considered and related impacts (resource use and circular economy) ,narrative,,
E5,E5-6,43 c,Disclosure of critical assumptions used in estimates of financial effects of material risks and opportunities arising from resource use and circular economy-related impacts ,narrative,,
E5,E5-6,AR 35,Description of related products and services at risk (resource use and circular economy) ,narrative,,
E5,E5-6,AR 35,"Explanation of how time horizons are defined, financial amounts are estimated and of critical assumptions made (resource use and circular economy) ",narrative,,
E5,E5.IRO-1,11a ,"Disclosure of methodologies, assumptions and tools used in the screening  in order to identify actual and potential impacts, risks and opportunities in own operations and upstream and downstream value chain",narrative,,
E5,E5.IRO-1,11 b,Information about process for conducting consultations (resource and circular economy) ,narrative,,
E5,E5.IRO-1,AR 7 a,"Disclosure of business units associated to resource use and circular economy material impacts, risks and opportunities ",narrative,,
E5,E5.IRO-1,AR 7 b,Disclosure of material resources used ,narrative,,
E5,E5.IRO-1,AR 7 c,Disclosure of material impacts and risks of staying in business as usual ,narrative,,
